Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1651500,3540,"SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS, 2018",LA-012NBG001-E35-2018,2018-05-08,2018-04-03 13:04,2018-04-20 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989918,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,2019-01-01,2019-02-28,56800,MXN,Expirado,0,0,GIE9303031Z0,GRUPO INTEGRAL ELECTROMEDICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1424539
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1651500,3540,"SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS, 2018",LA-012NBG001-E35-2018,2018-05-08,2018-04-03 13:04,2018-04-20 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989920,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,2019-01-01,2019-02-28,54000,MXN,Expirado,0,0,BIO0307296VA,BIOGARMED SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1424539
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1651500,3540,"SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS, 2018",LA-012NBG001-E35-2018,2018-05-08,2018-04-03 13:04,2018-04-20 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989921,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,2019-01-01,2019-02-28,92160,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1424539
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1651500,3540,"SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS, 2018",LA-012NBG001-E35-2018,2018-05-08,2018-04-03 13:04,2018-04-20 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989922,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,2019-01-01,2019-03-31,641649,MXN,Expirado,0,0,SME020307RL9,SERBINTER DE MEXICO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1424539
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1651500,3540,"SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS, 2018",LA-012NBG001-E35-2018,2018-05-08,2018-04-03 13:04,2018-04-20 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989923,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTTO. PREVENTIVO Y CORRECTIVO A DIVERSOS EQUIPOS MÉDICOS,2019-01-01,2019-02-28,124228.25,MXN,Expirado,0,0,CZM770124B99,CARL ZEISS DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1424539
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1639243,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A BOMBA DE CIRCULACION ,AA-012NBG001-E22-2018,,2018-03-14 11:56,2018-03-14 23:59,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1989924,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A BOMBA DE CIRCULACION,DATOS RELEVANTES DEL CONTRATO SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A BOMBA DE CIRCULACION,2019-01-01,2019-02-28,28314.45,MXN,Expirado,0,0,TMM93102972A,TERUMO MEDICAL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1412406
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1644393,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A UNIDADES ELECTROQUIRURGICAS 2018,AA-012NBG001-E27-2018,,2018-03-21 14:20,2018-04-03 16:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1989881,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO PREVENTIVO Y CORRECTIVO A UNIDADES ELECTROQUIRURGICAS,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO PREVENTIVO Y CORRECTIVO A UNIDADES ELECTROQUIRURGICAS,2019-01-01,2019-02-28,25200,MXN,Expirado,0,0,IIB0609042E9,IG INNOVACIONES BIOMEDICAS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1417154
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1669299,3540,SERV. MTTO. PREV. Y CORVO A EQUIPOS DE LA MARCA GE HIMFG 2018 ,AA-012NBG001-E49-2018,,2018-04-20 12:38,2018-04-20 13:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1988966,DATOS RELEVANTES DEL CONTRATO SERV. MTTO. PREV. Y CORVO A EQUIPOS DE LA MARCA GE HIMFG,DATOS RELEVANTES DEL CONTRATO SERV. MTTO. PREV. Y CORVO A EQUIPOS DE LA MARCA GE HIMFG,2019-01-01,2019-02-28,43430.4,MXN,Expirado,0,0,GSM920409JL6,GE SISTEMAS MEDICOS DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1441607
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1687238,3540,INVITACION PARA LA CONTRATACIÓN DE LOS SERVICIOS ESPECIALIZADOS A EQUIPO  MÉDICO,IA-012NBG001-E60-2018,2018-06-14,2018-05-15 14:43,2018-05-30 08:30,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Electrónica,1999620,RM-MT-0022/19,,2019-01-01,2019-03-31,578227.59,MXN,Expirado,0,0,MSI990709DE9,MEDICA SILLER SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1460501
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1687001,3540,MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,LA-012NBG001-E59-2018,2018-06-11,2018-05-15 11:54,2018-05-31 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989897,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,2019-01-01,2019-02-28,127821.92,MXN,Expirado,0,0,BST010122C33,BIO-STERIL S A DE CV ,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1458959
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1687001,3540,MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,LA-012NBG001-E59-2018,2018-06-11,2018-05-15 11:54,2018-05-31 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989898,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,2019-01-01,2019-02-28,379760,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1458959
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1687001,3540,MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,LA-012NBG001-E59-2018,2018-06-11,2018-05-15 11:54,2018-05-31 08:30,Nacional,Servicios,Licitación Pública,Electrónica,1989896,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,DATOS RELEVANTES DEL CONTRATO MANTENIMIENTO A DIVERSOS EQUIPOS MEDICOS,2019-01-01,2019-02-28,238780,MXN,Expirado,0,0,ASI040113B86,ASESORIA Y SERVICIO INTEGRAL BIOMEDICO SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1458959
HIM,Hospital Infantil de México Federico Gómez,HIM-Departamento de Adquisiciones Generales #012NBG001,1742927,3540,SERV. MTTO. PREV. Y CORVO. A 9 EQ. IMAGENOLOGÍA SIEMENS HIMFG 2018 ,AA-012NBG001-E91-2018,,2018-07-13 17:12,2018-07-13 13:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1989611,DATOS RELEVANTES DEL CONTRATO SERV. MTTO. PREV. Y CORVO. A 9 EQ. IMAGENOLOGÍA SIEMENS HIMFG ,DATOS RELEVANTES DEL CONTRATO SERV. MTTO. PREV. Y CORVO. A 9 EQ. IMAGENOLOGÍA SIEMENS HIMFG ,2019-01-01,2019-02-15,1112147.71,MXN,Expirado,0,0,SHD080618IA7,SIEMENS HEALTHCARE DIAGNOSTICS,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1509386
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Abastecimiento #050GYR039,1797943,3540,"LA-050GYR039-E127-2018 ""SERV. DE MANTENIMIENTO A EQUIPO MEDICO (MONITOREO)""",LA-050GYR039-E127-2018,2019-03-22,2019-03-08 21:10,2019-03-22 08:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2079447,CCON19VN25080024,SERV. DE MANTENIMIENTO A EQUIPO MEDICO (MONITOREO),2019-06-03,2019-12-31,1616073,MXN,Expirado,0,0,TME070117TG1,TECNO MEDICAL EQUIPMENTS SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1635002
